400.842377,401.73494
225.191821,224.762769
2.247299,2.244229
2.089002,2.086971
1.941461,1.940341
1.803197,1.802875
1.673081,1.673458
1.550278,1.551265
1.434195,1.435712
1.324447,1.326421
1.220812,1.223177
1.123199,1.125895
1.031611,1.034583
0.946103,0.949302
0.866753,0.870134
0.793623,0.797148
0.726736,0.730368
0.66605,0.669759
0.611444,0.615204
0.562714,0.566503
0.519577,0.523377
0.481677,0.485474
0.448606,0.452388
0.419915,0.423674
0.39514,0.398869
0.373816,0.377511
0.355492,0.359151
0.339748,0.343368
0.326196,0.329778
0.314491,0.318034
0.30433,0.307836
0.295452,0.29892
0.287634,0.291066
0.28069,0.284088
0.274466,0.277831
0.268836,0.272169
0.263696,0.266998
0.258963,0.262236
0.25457,0.257814
0.250462,0.253679
0.246598,0.249788
0.242941,0.246105
0.239464,0.242604
0.236145,0.239261
0.232966,0.236058
0.229912,0.232981
0.226971,0.230018
0.224133,0.227159
0.221391,0.224395
0.218736,0.22172
0.216163,0.219127
0.213668,0.216612
0.211245,0.21417
0.20889,0.211796
0.206601,0.209488
0.204373,0.207243
0.202205,0.205057
0.200093,0.202927
0.198035,0.200852
0.196028,0.198829
0.194072,0.196856
0.192163,0.194931
0.1903,0.193052
0.188481,0.191218
0.186704,0.189426
0.184969,0.187676
0.183273,0.185965
0.181615,0.184293
0.179993,0.182658
0.178407,0.181058
0.176856,0.179493
0.175337,0.177961
0.17385,0.176461
0.172395,0.174993
0.170969,0.173554
0.169572,0.172145
0.168203,0.170764
0.166861,0.16941
0.165545,0.168083
0.164255,0.166782
0.16299,0.165505
0.161748,0.164252
0.16053,0.163023
0.159334,0.161817
0.15816,0.160632
0.157007,0.159469
0.155875,0.158327
0.154763,0.157204
0.15367,0.156102
0.152596,0.155018
0.15154,0.153953
0.150503,0.152906
0.149482,0.151876
0.148478,0.150864
0.147491,0.149867
0.14652,0.148887
0.145564,0.147923
0.144624,0.146974
0.143698,0.14604
0.142786,0.14512
0.141889,0.144215
0.141005,0.143323
0.140135,0.142445
0.139277,0.141579
0.138432,0.140727
0.1376,0.139887
0.136779,0.139059
0.13597,0.138243
0.135173,0.137438
0.134387,0.136645
0.133612,0.135863
0.132847,0.135091
0.132093,0.13433
0.131349,0.13358
0.130615,0.132839
0.129891,0.132109
0.129177,0.131387
0.128471,0.130676
0.127775,0.129973
0.127088,0.12928
0.126409,0.128595
0.125739,0.127919
0.125077,0.127251
0.124424,0.126591
0.123778,0.12594
0.12314,0.125296
0.12251,0.12466
0.121887,0.124032
0.121272,0.123411
0.120664,0.122798
0.120063,0.122191
0.119469,0.121592
0.118882,0.120999
0.118301,0.120413
0.117727,0.119834
0.11716,0.119261
0.116598,0.118695
0.116043,0.118135
0.115494,0.11758
0.114951,0.117032
0.114413,0.11649
0.113882,0.115953
0.113356,0.115423
0.112835,0.114897
0.11232,0.114377
0.11181,0.113863
0.111306,0.113354
0.110806,0.11285
0.110312,0.112351
0.109822,0.111857
0.109338,0.111368
0.108858,0.110884
0.108383,0.110404
0.107912,0.109929
0.107447,0.109459
0.106985,0.108993
0.106528,0.108532
0.106075,0.108075
0.105627,0.107623
0.105183,0.107174
0.104743,0.10673
0.104307,0.10629
0.103874,0.105854
0.103446,0.105422
0.103022,0.104993
0.102602,0.104569
0.102185,0.104148
0.101772,0.103731
0.101362,0.103318
0.100957,0.102909
0.100554,0.102503
0.100156,0.1021
0.09976,0.101701
0.099368,0.101305
0.09898,0.100913
0.098594,0.100524
0.098212,0.100138
0.097833,0.099755
0.097457,0.099376
0.097084,0.099
0.096715,0.098627
0.096348,0.098256
0.095984,0.097889
0.095624,0.097525
0.095266,0.097164
0.094911,0.096805
0.094559,0.09645
0.094209,0.096097
0.093862,0.095747
0.093518,0.0954
0.093177,0.095055
0.092838,0.094713
0.092502,0.094373
0.092169,0.094037
0.091838,0.093702
0.091509,0.093371
0.091183,0.093041
0.090859,0.092715
0.090538,0.09239
0.090219,0.092068
0.089903,0.091749
0.089589,0.091431
0.089277,0.091116
0.088967,0.090804
0.08866,0.090493
0.088354,0.090185
0.088051,0.089879
0.08775,0.089575
0.087452,0.089273
0.087155,0.088974
0.086861,0.088676
0.086568,0.088381
0.086277,0.088087
0.085989,0.087796
0.085703,0.087507
0.085418,0.087219
0.085135,0.086934
0.084855,0.08665
0.084576,0.086369
0.084299,0.086089
0.084024,0.085811
0.083751,0.085535
0.083479,0.085261
0.08321,0.084989
0.082942,0.084718
0.082676,0.084449
0.082411,0.084182
0.082149,0.083917
0.081888,0.083653
0.081629,0.083391
0.081371,0.083131
0.081115,0.082872
0.080861,0.082615
0.080608,0.08236
0.080357,0.082106
0.080107,0.081854
0.079859,0.081604
0.079613,0.081355
0.079368,0.081107
0.079125,0.080861
0.078883,0.080617
0.078642,0.080374
0.078404,0.080132
0.078166,0.079892
0.07793,0.079654
0.077695,0.079417
0.077462,0.079181
0.077231,0.078947
0.077,0.078714
0.076771,0.078483
0.076543,0.078253
0.076317,0.078024
0.076092,0.077796
0.075869,0.07757
0.075646,0.077346
0.075425,0.077122
0.075205,0.0769
0.074987,0.076679
0.07477,0.07646
0.074554,0.076241
0.074339,0.076024
0.074126,0.075808
0.073913,0.075594
0.073702,0.07538
0.073492,0.075168
0.073284,0.074957
0.073076,0.074747
0.07287,0.074539
0.072664,0.074331
0.07246,0.074125
0.072257,0.07392
0.072056,0.073716
0.071855,0.073513
0.071655,0.073311
0.071457,0.07311
0.071259,0.072911
0.071063,0.072712
0.070868,0.072515
0.070674,0.072318
0.07048,0.072123
0.070288,0.071928
0.070097,0.071735
0.069907,0.071543
0.069718,0.071352
0.06953,0.071162
0.069343,0.070972
0.069157,0.070784
0.068972,0.070597
0.068788,0.070411
0.068605,0.070225
0.068422,0.070041
0.068241,0.069858
0.068061,0.069675
0.067881,0.069494
0.067703,0.069313
0.067525,0.069134
0.067349,0.068955
0.067173,0.068777
0.066998,0.068601
0.066824,0.068425
0.066651,0.06825
0.066479,0.068075
0.066308,0.067902
0.066137,0.06773
0.065968,0.067558
0.065799,0.067387
0.065631,0.067217
0.065464,0.067048
0.065298,0.06688
0.065133,0.066713
0.064968,0.066546
0.064804,0.066381
0.064641,0.066216
0.064479,0.066052
0.064318,0.065888
0.064157,0.065726
0.063997,0.065564
0.063838,0.065403
0.06368,0.065243
0.063523,0.065083
0.063366,0.064925
0.06321,0.064767
0.063055,0.06461
0.0629,0.064453
0.062747,0.064298
0.062593,0.064143
0.062441,0.063989
0.06229,0.063835
0.062139,0.063683
0.061989,0.063531
0.061839,0.063379
0.06169,0.063229
0.061542,0.063079
0.061395,0.06293
0.061248,0.062781
0.061102,0.062634
0.060957,0.062486
0.060813,0.06234
0.060669,0.062194
0.060525,0.062049
0.060383,0.061905
0.060241,0.061761
0.060099,0.061618
0.059959,0.061475
0.059819,0.061334
0.059679,0.061192
0.05954,0.061052
0.059402,0.060912
0.059265,0.060773
0.059128,0.060634
0.058991,0.060496
0.058856,0.060358
0.058721,0.060222
0.058586,0.060085
0.058452,0.05995
0.058319,0.059815
0.058186,0.05968
0.058054,0.059547
0.057923,0.059413
0.057792,0.059281
0.057661,0.059149
0.057532,0.059017
0.057402,0.058886
0.057274,0.058756
0.057146,0.058626
0.057018,0.058497
0.056891,0.058368
0.056765,0.05824
0.056639,0.058113
0.056513,0.057986
0.056388,0.057859
0.056264,0.057733
0.05614,0.057608
0.056017,0.057483
0.055895,0.057359
0.055772,0.057235
0.055651,0.057112
0.05553,0.056989
0.055409,0.056867
0.055289,0.056745
0.055169,0.056624
0.05505,0.056503
0.054931,0.056383
0.054813,0.056263
0.054696,0.056144
0.054579,0.056025
0.054462,0.055907
0.054346,0.055789
0.05423,0.055672
0.054115,0.055555
0.054,0.055439
0.053886,0.055323
0.053772,0.055208
0.053659,0.055093
0.053546,0.054979
0.053434,0.054865
0.053322,0.054751
0.05321,0.054638
0.053099,0.054526
0.052989,0.054414
0.052879,0.054302
0.052769,0.054191
0.05266,0.05408
0.052551,0.05397
0.052442,0.05386
0.052335,0.053751
0.052227,0.053642
0.05212,0.053533
0.052013,0.053425
0.051907,0.053317
0.051801,0.05321
0.051696,0.053103
0.051591,0.052997
0.051487,0.052891
0.051382,0.052785
0.051279,0.05268
0.051175,0.052575
0.051073,0.052471
0.05097,0.052367
0.050868,0.052264
0.050766,0.05216
0.050665,0.052058
0.050564,0.051955
0.050464,0.051853
0.050363,0.051752
0.050264,0.051651
0.050164,0.05155
0.050065,0.05145
0.049967,0.05135
